user_budget,user_days,pref_food,pref_beach,pref_nature,pref_museums,pref_nightlife,place_name,place_province,place_category,place_rating,is_recommended
comfort,4,0,0,0,1,1,Twin Peaks Viewpoint,Zamboanga del Sur,museums,3.9,0
comfort,3,1,0,0,0,0,Kilabot Ridge,Bataan,sightseeing,4.7,0
high,4,0,0,0,1,0,Domingos,Tarlac,sightseeing,4.4,0
high,2,1,0,1,1,0,Bo's Coffee,Albay,food,4.9,1
high,4,0,1,0,0,1,Mr. D's Pizza,Albay,food,4.7,1
low,2,1,0,0,1,0,Villa Anita Resort,Capiz,beach,4.0,0
low,6,0,0,0,1,1,Whale shark watching and snorkeling,Bohol,sightseeing,4.7,0
comfort,5,1,0,0,0,1,Montevista Municipal Plaza,Davao de Oro,sightseeing,4.3,0
low,4,1,0,0,0,0,Siramitea,Sorsogon,food,4.9,0
comfort,6,0,0,1,0,0,Hebron,Lanao del Norte,sightseeing,4.0,0
comfort,5,0,0,0,0,0,Pegaraw,Rizal,sightseeing,3.7,0
high,4,0,0,0,0,0,Midsayap Municipal Plaza,Maguindanao del Sur,nature,3.6,0
low,2,1,0,0,0,1,Jardin Necitas Glowing Garden,Bohol,museums,4.6,0
low,2,1,0,0,0,0,Home & Gardens Resort,Pampanga,sightseeing,3.7,0
comfort,4,0,0,0,1,1,Lagon Eatery,Nueva Vizcaya,food,3.9,0
comfort,2,0,0,0,0,1,Gui-ob Cave,Antique,sightseeing,3.5,0
low,4,0,1,0,1,0,WaterWorld Iloilo,Iloilo,museums,4.3,0
high,6,1,1,0,0,0,Käfã kläch',La Union,food,4.4,1
high,3,0,0,0,1,0,Smile Train,Guimaras,sightseeing,4.1,0
high,2,1,1,0,1,0,Saisaki,Masbate,food,4.2,1
comfort,3,0,1,0,0,0,Retreat House,Benguet,museums,3.9,0
comfort,4,0,1,1,0,0,Juan Munti Park,Cavite,beach,4.2,0
high,7,1,0,0,0,0,BGHMC Gardens,La Union,nature,4.5,0
low,5,1,1,0,1,0,Polomolok Town Plaza,South Cotabato,nature,4.3,0
low,2,0,0,0,1,1,Palayan City Park,Nueva Ecija,nature,3.7,0
comfort,4,0,0,1,0,0,Valley View,Sorsogon,sightseeing,4.7,0
low,3,0,1,0,1,1,Secret beach,Siquijor,sightseeing,4.8,0
high,4,0,0,0,0,1,Hacienda de San Luis,Aurora,sightseeing,3.8,0
low,4,0,1,0,1,1,JGC Resort,Nueva Vizcaya,sightseeing,4.3,0
high,3,0,0,0,0,0,Bust of Ferdinand Marcos (Demolished),La Union,sightseeing,4.1,0
high,5,0,0,0,0,0,Westridge Sports Park,Misamis Oriental,museums,3.7,0
low,3,0,0,1,0,0,National Arts Center,Laguna,museums,3.7,0
comfort,7,0,0,0,0,1,Carreon's Sweets & Pastries,Pampanga,food,4.6,0
low,7,1,0,1,1,0,Maragondon Town Plaza,Cavite,nature,4.1,1
low,2,0,0,1,0,0,Chicken Ati-Atihan,Davao del Norte,food,4.9,0
low,5,0,1,0,0,0,Jose Yap Memorial Library,Tarlac,museums,4.8,0
comfort,4,0,0,1,1,0,Bangwalog Cliff Viewpoint,Bohol,sightseeing,3.7,0
high,6,0,1,0,0,1,Civoleg Hill Top Garden Hub,Misamis Oriental,food,4.0,0
high,3,0,0,0,1,0,Plaza Rizal,Sulu,beach,3.8,0
comfort,3,0,0,0,0,0,Patang Ina,Eastern Samar,food,4.0,0
comfort,6,0,0,0,0,0,Ipil Municipal Park,Zamboanga Sibugay,nature,3.5,0
low,3,0,0,1,0,0,David's Tea House,Davao del Norte,food,3.7,0
comfort,6,1,0,1,0,0,Kim's Bowl,Albay,food,4.3,0
low,2,0,0,0,0,0,Kundalini Healthy Cuisine,Camarines Norte,food,4.7,0
high,4,0,0,1,1,0,"Asinga-via,Baggao Cayan",Apayao,museums,4.8,1
low,7,1,0,0,0,0,Bella Glee,Misamis Oriental,museums,4.9,0
high,4,1,0,0,1,0,Butterfly Garden,Palawan,beach,4.4,0
low,2,1,0,0,0,1,Monkey Grounds Coffee,Guimaras,food,4.5,0
high,2,1,0,0,1,1,Villa Florenda Resort,Aurora,sightseeing,4.4,0
high,2,0,1,1,0,1,Cangbusyo Beach,Siquijor,beach,4.7,1
comfort,6,0,0,1,0,1,Rap's Lechon Hauz,Pangasinan,food,4.6,0
comfort,3,0,0,0,0,1,Baras Balabag Sandbar,Guimaras,beach,4.4,0
comfort,5,0,0,0,1,1,MonTea's Blends,Eastern Samar,food,4.5,0
comfort,7,1,0,1,0,0,Rock Formations,Biliran,sightseeing,4.8,0
low,2,0,0,1,0,0,Jay's Lechon,South Cotabato,food,3.7,0
high,6,1,1,0,0,0,Kapok Tree,Rizal,museums,4.7,0
high,3,0,0,1,0,0,Pelonia's Angels Eatery,Camarines Sur,food,4.7,1
high,4,1,0,0,0,1,Pearl Park,Camarines Sur,beach,4.3,0
low,3,0,0,0,0,0,D'Kiddos Eatery,Surigao del Norte,food,4.2,0
comfort,5,0,0,1,0,1,Santa Symbolic Landmark,Ilocos Sur,museums,3.9,0
high,3,0,0,1,1,0,Luneta Park,Surigao del Norte,nature,3.9,0
comfort,4,1,0,1,1,0,Pangabangan Tidal Pool,Dinagat Islands,sightseeing,3.7,0
high,4,1,0,1,1,0,RPB's Farm House,Leyte,museums,4.8,1
low,2,0,0,1,0,0,Shell Midden - Museo de Balanghai Field Museum,Agusan del Norte,museums,4.0,0
high,2,0,1,0,1,0,Dap-Ayan Park - SM City Laoag,Ilocos Norte,beach,4.5,1
comfort,6,0,0,1,0,0,Tinagba Park,Albay,nature,3.6,0
high,5,1,0,1,0,0,Fishville,Northern Samar,food,4.8,1
high,3,0,1,0,0,0,Maigo Foodhouse & Kambingan,Lanao del Norte,food,4.1,0
low,3,0,1,0,0,0,Sunshine Park,Benguet,beach,4.5,1
high,4,0,0,0,0,0,Bamboo Restobar,Leyte,food,4.8,1
low,2,0,1,1,1,0,Lantawan,Davao del Sur,museums,4.5,0
comfort,6,0,0,1,0,1,Lanmars Seafood Restaurant,Pangasinan,food,3.5,0
comfort,5,0,1,0,1,0,Rosco C. Mandapats Barangay Park,Benguet,nature,4.6,0
comfort,3,1,1,0,1,0,Dam's Best,Camarines Sur,food,3.9,0
high,3,0,1,1,0,0,Rock Tower,Nueva Vizcaya,museums,3.6,0
low,2,1,1,0,1,0,Matthew's Milktea,Pangasinan,food,4.1,0
comfort,6,0,0,0,0,1,Andres Bonifacio Park,Aurora,sightseeing,3.9,0
high,7,0,0,0,0,1,Splash Ville Resort,Cavite,museums,4.0,0
comfort,6,0,1,1,0,0,Arman's Eatery,Davao del Norte,food,4.0,0
comfort,6,0,1,0,0,0,Tarsier,Bohol,sightseeing,4.3,0
low,7,0,0,1,0,1,Rizal Park,Davao del Sur,beach,3.6,0
low,6,0,1,0,0,1,Hideout,Southern Leyte,food,4.3,0
high,7,0,0,0,1,1,Sablayan Old Church,Occidental Mindoro,sightseeing,4.3,0
low,3,0,0,0,1,0,Beach,Marinduque,museums,4.0,0
high,4,1,0,0,0,1,The Water Park,Pampanga,museums,4.6,0
comfort,7,1,1,0,1,0,Lumina Homes Playground,Iloilo,nature,4.2,0
low,6,0,1,1,0,1,Dessert in the Sky,Iloilo,food,3.8,0
high,7,0,1,0,0,1,Ipil viewpoint,Romblon,sightseeing,4.6,1
low,4,0,0,1,0,0,Soledad Lantawan,Davao del Sur,museums,4.2,0
high,6,0,0,0,0,0,House of Ecolife,Ifugao,food,4.9,1
low,4,0,1,0,0,1,Mirador Banaue (2km triciclo),Ifugao,sightseeing,4.0,0
low,2,1,0,1,1,0,Upland Rice Site,Occidental Mindoro,museums,4.3,0
low,6,0,1,0,0,0,Madja'as Viewdeck 5,Antique,sightseeing,4.4,0
high,7,0,0,0,0,1,end of coastal road (construction site for bridge),Zambales,museums,3.6,0
comfort,2,0,1,0,0,1,Tealive Fariñas Terminal,Ilocos Norte,food,4.1,0
comfort,5,1,0,0,0,0,Cheekies Pizza,Zamboanga del Sur,food,4.1,0
comfort,7,0,0,1,0,0,Ifugao Village,Mountain Province,museums,4.0,0
comfort,7,0,0,1,1,0,Mei Hwa Classic Deli,Benguet,food,4.1,0
low,6,1,0,1,0,0,Kavaywan Lake,Batanes,sightseeing,4.4,0
comfort,5,1,1,0,0,1,Upland Rice Site,Occidental Mindoro,museums,4.5,0
low,3,0,0,0,0,1,Mud-Crab & Takla Community Culture,Bohol,museums,4.1,0
high,3,0,0,0,1,0,Tita D's,Agusan del Norte,food,4.8,1
high,5,0,1,1,0,0,Rotary Peace City Monumnet,Surigao del Norte,museums,4.4,0
comfort,7,0,0,0,0,0,UV Training Site,Cebu,sightseeing,4.8,0
high,3,1,0,0,0,0,Science and Math Park,Davao de Oro,nature,4.1,0
high,2,1,0,1,0,0,Japanese Garden,Rizal,sightseeing,4.5,1
comfort,6,1,0,0,0,0,The Galleon - Spanggo,Capiz,food,3.7,0
high,2,0,0,0,1,0,Red House Taiwan Sha-bu Sha-bu,Guimaras,food,4.0,0
low,6,0,0,0,0,1,Bab's Resto,South Cotabato,food,4.4,0
high,2,0,1,0,1,1,E & P Solis Compound,Nueva Ecija,food,4.1,0
high,4,0,0,0,0,0,Filipino-Japanese Friendship Garden,Pangasinan,beach,4.3,0
high,7,1,1,0,1,0,Magsaysay Park,Misamis Oriental,beach,4.2,0
comfort,3,0,0,0,1,0,Samar Provincial Library,Samar,museums,4.3,0
high,4,0,0,0,0,0,Rizal Triangle,Bataan,nature,4.6,0
low,6,1,0,1,0,0,Lourdes Grotto,Pampanga,sightseeing,3.6,0
high,4,0,0,0,0,1,Carabao Head,Laguna,sightseeing,4.2,0
high,2,1,0,1,0,0,Paliton Beach,Siquijor,sightseeing,4.5,0
high,7,0,0,0,1,1,Mangroves Walkway,Masbate,sightseeing,4.7,1
high,7,0,1,0,0,0,Orly's Grill,Samar,food,3.7,0
high,3,0,1,0,0,1,sunflower farm,Iloilo,museums,4.9,0
low,2,0,0,1,0,0,Pangabangan Tidal Pool,Dinagat Islands,museums,4.6,0
high,4,0,0,0,0,0,Krosroad,Batangas,food,4.8,1
comfort,5,0,1,0,0,0,Lola Basyang Grounds,Bataan,nature,3.9,0
high,3,1,1,1,0,0,Glem's Kambingan,Davao del Norte,food,4.3,1
low,4,0,0,0,0,1,Fish Sanctuary,Biliran,sightseeing,4.1,0
low,4,0,1,0,0,0,Sum-ag River Eco Park,Negros Occidental,nature,4.2,0
comfort,2,0,1,0,0,1,Boathouse,Palawan,food,3.9,0
high,6,1,0,0,1,0,Nalvo Beach,Ilocos Sur,beach,3.7,0
comfort,3,0,0,0,0,1,Abra Provincial Library,Abra,museums,3.7,0
high,5,0,1,0,0,1,Burgery,South Cotabato,food,4.2,0
low,2,1,1,0,1,0,Oroquieta City,Misamis Occidental,sightseeing,4.4,0
comfort,5,0,0,0,1,0,Carabao Head,Rizal,museums,3.6,0
high,7,0,0,0,1,0,Freedom Park,Camarines Norte,beach,3.5,0
comfort,4,1,1,0,0,1,UniversiTea Café & Food House,Surigao del Sur,food,3.9,0
comfort,2,0,1,0,1,0,Balangay Boat Building Area,Agusan del Norte,sightseeing,3.5,0
low,2,0,0,0,1,1,Asemco Hilltop Resort,Leyte,museums,4.1,0
comfort,3,1,0,1,1,0,Davey's Inn and Restaurant,Mountain Province,food,3.9,0
low,5,0,0,0,1,0,Chinggay Lugaway-Grill and Resto Bar,Surigao del Norte,food,4.2,0
comfort,6,0,1,1,1,0,Entablado,Laguna,food,4.3,0
high,3,0,0,0,1,1,Whale shark watching and snorkeling,Bohol,sightseeing,4.7,0
low,6,1,1,0,0,0,Pilar Municipal Park,Bohol,beach,4.4,1
high,4,1,0,1,0,1,Aklan Capitol Park,Aklan,nature,4.8,1
low,7,0,1,0,1,1,Dunkin' Donuts,Misamis Occidental,food,4.8,0
comfort,4,1,1,0,0,0,Pizza Factory,Samar,food,3.9,0
high,3,1,1,1,0,0,Brgy. Talaba Covered Court,Quezon,beach,4.6,1
low,2,0,0,0,0,1,Field Park,Ilocos Norte,nature,4.6,0
low,3,0,0,0,1,0,AB,Camiguin,sightseeing,3.9,0
low,2,0,0,1,0,0,Eagles Club Valencia,Bukidnon,sightseeing,4.4,0
high,2,0,1,0,0,0,Eatery,Biliran,food,3.6,0
low,7,0,0,0,1,1,Grassy Hilltop,Marinduque,museums,3.6,0
comfort,6,1,0,1,1,0,The Librewry Cafe,Misamis Oriental,food,3.5,0
comfort,6,1,1,0,0,0,Dragon Restaurant,Aklan,food,4.2,0
high,7,0,0,0,0,0,Tagum City Municipal Plaza,Davao del Norte,nature,4.5,0
high,4,0,0,1,0,0,8th Station,Camiguin,museums,4.9,0
comfort,2,0,0,1,1,1,Banaue Ethnic Village & Pine Forest Resort,Mountain Province,sightseeing,4.8,0
comfort,7,1,0,0,1,0,Hi Strip Park,Negros Occidental,nature,4.2,0
high,6,1,0,1,0,1,Musikahan sa Tagum,Davao del Norte,sightseeing,4.0,0
high,7,0,0,0,0,0,Rodolfo's Cuisine,Zamboanga del Sur,food,4.7,1
low,6,0,1,1,0,0,Infinitea,Ilocos Norte,food,3.5,0
high,3,0,1,1,0,0,Red's,Guimaras,food,4.4,0
low,2,0,1,0,0,0,Plaza Leticia,Nueva Ecija,food,3.7,0
high,6,1,1,0,0,0,Rosario Restaurant,Batangas,food,4.6,1
high,7,0,0,1,0,0,Ilagan Sanctuary,Isabela,sightseeing,3.7,0
low,6,1,0,1,0,1,Sea of Clouds,Marinduque,sightseeing,4.6,0
high,6,0,0,0,1,0,I Love Poblacion Marker,Aklan,sightseeing,3.9,0
low,3,0,0,0,0,1,Rock Cafe,Mountain Province,food,3.9,0
comfort,5,0,1,0,0,0,TAU Seal,Tarlac,sightseeing,4.6,0
low,3,0,0,0,1,0,Gmax Internet Cafe,Cavite,food,4.9,0
low,7,1,1,0,0,0,Jose Rizal,Guimaras,museums,4.4,0
comfort,4,0,1,0,0,0,Maydangob,Batanes,beach,4.5,0
comfort,5,0,0,0,0,1,Diops,Negros Occidental,food,4.4,0
comfort,7,0,0,0,1,0,Giant Salakot,Pampanga,museums,3.8,0
high,5,0,0,1,0,1,mad viewpoint,Siquijor,sightseeing,4.4,0
low,5,0,0,1,0,0,Town Plaza,Leyte,nature,4.3,1
high,2,1,0,0,0,1,Macanhan Plaza,Misamis Oriental,beach,3.8,0
high,6,0,0,1,0,1,Krosroad,Batangas,food,4.8,1
comfort,6,0,1,0,0,1,Iguig Calvary Hill,Cagayan,museums,4.9,0
low,2,0,0,0,1,0,Infinitea,Misamis Occidental,food,3.5,0
comfort,6,0,0,0,0,1,Fun Park,Ilocos Norte,beach,4.3,0
comfort,5,0,1,0,0,1,Kopi Kubo Iba,Zambales,food,4.0,0
low,4,0,0,0,0,1,Sugbu Study Center,Cebu,museums,4.1,0
comfort,7,0,0,1,0,0,Super Heroverse Cafe,Benguet,food,4.2,0
low,6,0,1,1,1,0,Flatwhite,Batangas,food,3.6,0
low,6,0,1,0,0,0,St. John The Baptist,South Cotabato,museums,3.9,0
comfort,4,0,0,1,0,1,People's Park,Misamis Occidental,nature,4.6,0
low,4,0,1,0,0,0,Rizal Town Old Plaza Park,Nueva Ecija,beach,4.2,1
low,3,1,0,0,1,0,Koirean Unlimited BBQ Grill,Batangas,food,3.8,0
low,6,0,1,0,0,0,Pandan People's Park,Aklan,nature,3.9,0
low,7,0,1,1,1,0,Purok Rosal Plaza,South Cotabato,nature,3.6,1
comfort,4,1,0,0,1,0,Freeport Area of Bataan Park,Bataan,beach,4.6,0
high,4,0,0,1,0,1,Mayoyao Rice Terraces,Ifugao,museums,4.4,0
low,3,1,1,0,1,0,Kandingan,Negros Occidental,food,4.2,0
low,6,1,0,0,1,0,Brendon Lomi House,Marinduque,food,4.3,0
comfort,3,1,0,1,0,0,Boulevard Restaurant,Nueva Vizcaya,food,3.6,0
high,2,0,0,0,0,1,Statue of Virgin Mary,Siquijor,sightseeing,4.6,1
low,5,1,0,1,1,0,Y.eat,Agusan del Norte,food,3.7,0
low,4,1,1,0,0,0,Flying Bee Cab,South Cotabato,museums,4.3,0
high,7,1,1,0,1,0,Phi Omega Park,La Union,nature,4.2,0
low,2,0,0,0,1,0,Steve's Diner,Bukidnon,food,4.3,0
low,6,0,0,1,1,0,The Cliffhouse,Cavite,sightseeing,3.6,0
high,6,0,0,1,1,1,Rice Terrace Clusters of Kiangan,Ifugao,sightseeing,3.9,0
low,4,0,0,1,0,0,Cafe Sinang,Pangasinan,food,4.0,0
high,5,0,1,0,0,0,Itbayat Blue Lagoon,Batanes,sightseeing,4.1,0
low,7,0,1,0,1,0,Kusina Sa Baybay,Palawan,food,3.6,0
low,4,0,1,1,0,0,Taweng's Batchoy,Davao del Norte,food,4.9,0
high,5,0,0,0,0,1,Risen Christ,Davao de Oro,sightseeing,4.7,1
high,3,1,0,1,0,0,Pedro's,Camiguin,food,4.2,1
high,6,0,0,0,0,1,Timmie's Kitchen,Benguet,food,3.7,0
high,5,1,0,1,0,0,Katunggan Park,Camiguin,museums,4.8,0
comfort,6,0,0,0,1,1,Petronila Park,Bataan,nature,3.7,0
high,2,0,0,0,1,1,Carmen Plaza,Bohol,nature,4.9,0
high,6,0,1,1,0,1,Buenavista Viewdeck,Palawan,sightseeing,3.6,0
low,3,0,1,0,0,0,JIJF Lutong Bahay Ni Inay,Rizal,food,4.0,0
low,6,1,0,0,0,1,Guisi Lighthouse,Guimaras,museums,4.8,0
high,3,0,1,0,1,1,Twin's Store,Aurora,food,4.3,0
low,2,0,0,0,0,0,Monserrat Pizza,Marinduque,food,4.2,0
comfort,7,0,1,1,1,0,Dafney's Pizza,Ilocos Sur,food,4.9,0
low,7,0,0,1,0,0,Old Candelaria Post,Iloilo,museums,3.6,0
comfort,4,0,0,0,0,0,Sagbayan Peak Park,Bohol,nature,4.3,0
comfort,3,0,0,0,0,1,Napanpan Beach Resort,Northern Samar,museums,4.4,0
low,5,0,1,0,1,0,Lezo Plaza,Aklan,nature,3.6,0
high,2,0,0,0,0,1,Tonybee Nature Park,Agusan del Norte,sightseeing,3.6,0
high,3,1,0,1,0,0,Marinduque Hot Springs and Resort,Marinduque,beach,4.4,0
comfort,4,0,0,0,1,0,Super Heroverse Cafe,Benguet,food,4.2,0
low,6,0,1,1,0,0,Santo Niño,La Union,sightseeing,4.0,0
high,2,0,0,0,1,0,The Highlands Camp,Zambales,sightseeing,4.5,0
high,4,0,1,0,1,0,Ely Castillo's Fish Pond,Eastern Samar,museums,4.0,0
comfort,3,0,0,1,0,1,Princess Pizza,Nueva Ecija,food,4.6,0
high,7,0,0,0,1,1,basketball court,Pampanga,sightseeing,4.4,0
comfort,5,0,1,0,1,0,Rock Formations,Biliran,sightseeing,4.8,0
low,5,0,0,0,1,0,BUGS Eco Park,Albay,beach,4.6,0
low,7,0,0,1,1,1,Berven's Restaurant,Zambales,food,4.7,0
high,7,0,0,0,1,1,Plaza Rizal,Bukidnon,beach,4.8,0
comfort,7,1,0,1,0,0,Magdiwang Boat Ride,Romblon,museums,4.9,0
low,3,1,0,1,1,0,Max's Restaurant,Nueva Vizcaya,food,3.9,0
low,6,1,0,0,1,0,Caza Bistro,Davao de Oro,food,4.1,0
comfort,7,0,0,0,1,0,VAMS,Antique,food,4.8,0
high,2,0,0,0,0,1,Harborside,Surigao del Norte,food,4.5,1
comfort,2,0,1,1,0,0,Strawberry Cafe,Mountain Province,food,4.0,0
comfort,4,0,0,0,1,1,San Jose City Park,Nueva Ecija,beach,3.9,0
low,7,1,0,0,0,1,Calapan City Plaza,Oriental Mindoro,beach,3.9,0
high,7,0,0,0,0,1,Lost Eden,Cavite,museums,4.4,0
low,5,0,0,0,1,0,Sinilang Beach,Cavite,beach,4.9,0
low,2,0,0,0,0,1,Mapangpang Lupao Farm,Nueva Ecija,museums,3.7,0
high,7,0,1,0,0,0,Bagabag Town Plaza,Ifugao,nature,3.6,0
low,4,0,1,0,0,0,Yen-Yen Eatery,Lanao del Norte,food,3.5,0
comfort,5,0,1,0,0,0,"Ambassador, Amcaway Lemon Farm",Benguet,sightseeing,4.9,0
low,7,0,0,0,0,1,Rain Pepito Dangan Barquilla Jr.,Batangas,food,4.4,0
comfort,2,0,0,1,0,1,Anlocotan,South Cotabato,food,4.8,0
comfort,6,0,0,0,0,1,Ilagan Sanctuary,Isabela,sightseeing,3.7,0
high,2,1,0,0,0,1,Armando's Grill,Nueva Ecija,food,4.5,1
high,5,0,0,0,0,1,Rizal Park,Pangasinan,nature,3.7,0
high,2,0,0,1,0,0,San Antonio Mini-Park,Cavite,nature,3.8,0
comfort,3,0,0,1,0,0,House Of Suman,Misamis Occidental,sightseeing,3.6,0
low,4,0,0,1,0,1,Food Trip,Antique,food,4.5,0
high,5,0,0,0,1,1,Antipolo,Camarines Sur,sightseeing,3.9,0
low,2,0,0,0,0,1,Raul S. Roco Public Library,Camarines Sur,museums,4.0,0
high,6,0,1,1,1,0,Hummingbird Cafe & Bar,South Cotabato,food,3.8,0
high,5,1,0,1,0,0,Jethro Carinderia,Nueva Vizcaya,food,4.0,1
low,6,1,0,0,0,0,Luna Town Plaza,Isabela,beach,4.8,0
low,5,0,1,0,1,0,Station of the Cross VIII,Aklan,sightseeing,3.9,0
low,3,1,0,0,1,1,Tamesis Tree,Rizal,sightseeing,4.4,0
low,2,0,1,1,1,0,Q-Park Shrine,Cebu,sightseeing,4.4,0
comfort,4,1,0,0,1,0,Los Compadres,Batangas,nature,4.1,0
high,4,1,1,1,0,0,Same Place Grill,Surigao del Norte,food,4.9,1
high,5,0,0,0,0,1,C&C Campo de Oro,Davao Oriental,sightseeing,4.4,0
low,2,0,0,1,0,1,Vicar Farm,Rizal,museums,3.8,0
comfort,5,0,1,0,0,0,Pantabangan View Deck,Nueva Ecija,sightseeing,4.7,0
high,4,0,1,0,0,0,LeoVine Tapsilogan Atbp.,Tarlac,food,3.6,0
low,7,0,0,0,0,0,Tam Tam Cafe,Benguet,food,3.8,0
high,7,1,1,0,0,0,Patulilic Residence,Bohol,museums,3.7,0
low,3,1,0,0,0,0,Hilangagan Beach,Eastern Samar,beach,3.7,0
low,7,1,1,0,1,0,Luna Town Plaza,Aurora,beach,4.7,1
low,6,0,1,0,1,0,Punod Ay Resort,Biliran,sightseeing,3.9,0
low,7,0,0,0,1,0,Hebron,Lanao del Norte,museums,4.8,0
comfort,4,1,0,1,0,0,MUD Coffee,Cavite,food,4.4,0
comfort,7,0,0,0,1,0,DH Toilet Café,Masbate,food,3.9,0
high,6,0,1,0,0,1,Dinagyang Warriors,Guimaras,sightseeing,4.9,1
comfort,6,0,0,0,0,1,Zaragoza Town Plaza,Nueva Ecija,beach,4.2,0
high,2,1,0,0,0,0,SAYONG Grill & RestoBar,Sorsogon,food,3.5,1
low,7,0,0,1,0,0,Bachmann Mansion,Palawan,sightseeing,4.0,0
comfort,7,0,0,1,0,1,Monkey Beach,Siquijor,museums,3.7,0
comfort,2,0,0,0,1,0,Pili Monument,Sorsogon,sightseeing,4.5,0
high,3,1,1,0,0,0,Calamba Banga,Rizal,sightseeing,3.8,0
high,6,0,0,1,1,1,Max's,Capiz,food,3.5,0
comfort,7,0,0,0,0,0,Mooon Cafe,Surigao del Norte,food,4.2,0
high,3,0,0,1,0,0,Coffee Cat,Sorsogon,food,4.3,0
comfort,7,0,0,0,0,1,Lumina Homes Playground,Iloilo,nature,4.2,0
comfort,5,0,0,1,0,0,Natalio Enriquez House,Rizal,sightseeing,4.9,0
high,6,0,1,0,0,0,Pilgrim Park,Misamis Oriental,beach,3.5,0
low,5,0,0,0,0,1,Pili Monument,Sorsogon,sightseeing,4.5,0
low,3,0,1,0,1,0,Trees,Maguindanao del Sur,nature,4.0,0
high,2,0,0,0,1,0,St. Andrew Parish Church,Aurora,museums,4.2,0
high,3,1,0,0,0,0,Caveland Nature Park,Capiz,nature,3.9,0
high,3,1,0,0,1,0,Jaltan,Davao del Norte,food,3.9,1
comfort,6,0,0,1,0,0,ECAP Park,Cebu,museums,3.8,0
comfort,7,1,0,0,0,0,Valencia Pottery,Bohol,museums,4.1,0
comfort,3,1,0,0,1,0,New World Cafe,Eastern Samar,food,4.1,0
high,4,0,0,0,0,1,DOT-PTA Complex,La Union,beach,4.4,0
comfort,2,0,0,1,1,0,Magsaysay Josue jelmars bugais fb,Dinagat Islands,sightseeing,4.3,0
high,2,0,1,1,0,1,InfiniTea,Camarines Norte,food,4.0,0
low,2,1,0,0,0,1,Ginuwine Tagpuan,Mountain Province,food,4.8,0
high,7,0,0,1,0,0,Elevation 105 meters,Samar,beach,4.8,0
low,4,0,0,0,0,0,Lyrix Resto Bar,Negros Occidental,food,4.4,0
high,7,0,0,0,1,1,Station of the Cross VII,Aklan,museums,3.5,0
high,6,0,1,0,1,0,Dr. Jose Rizal  Statue,Tarlac,museums,4.0,0
high,6,1,1,0,0,0,Hideout Cafe,Surigao del Norte,food,4.2,1
comfort,5,0,0,0,0,1,Ricarte National Shrine,Ilocos Norte,museums,4.8,0
high,3,0,0,0,1,1,SWAPAI,Southern Leyte,food,3.6,0
high,7,0,1,0,1,0,Cleo Heights Sea of Clouds,Davao Oriental,sightseeing,3.9,0
low,5,0,1,0,0,0,Main Library Extension,Laguna,museums,4.1,0
low,6,0,0,0,0,1,Historya by Antigo,Agusan del Norte,food,3.9,0
comfort,2,0,1,0,0,1,Starbucks,Aurora,food,3.5,0
comfort,7,0,0,1,0,0,Sea Park,Leyte,food,4.0,0
high,2,0,0,0,1,0,JOMEJI Snack Inn,Davao del Sur,food,4.2,0
low,5,0,0,0,1,0,Savanah Grill,Nueva Ecija,food,3.9,0
high,3,0,0,1,0,0,Claro M. Recto Shrine,Batangas,beach,4.5,0
high,6,1,1,1,0,0,Camp Damada,Davao del Norte,food,4.3,1
comfort,6,0,1,0,0,0,Shokudo,Surigao del Sur,food,4.0,0
comfort,4,0,1,0,0,1,Pizza Republic,Misamis Oriental,food,3.6,0
comfort,5,1,0,0,0,0,Jose Rizal,Iloilo,sightseeing,3.8,0
comfort,4,0,0,0,1,0,Japanese Garden,Rizal,museums,3.6,0
comfort,2,0,0,0,0,0,Jardin Necitas Glowing Garden,Bohol,sightseeing,3.6,0
low,2,0,0,1,0,0,Calamba Farm Sea of Clouds,Davao Oriental,museums,3.7,0
comfort,2,0,1,0,1,0,Liberty Shrine,Cebu,beach,4.8,0
high,7,0,0,0,0,0,Alexas Grill and Resto Bar,Palawan,food,3.7,0
comfort,5,1,0,0,1,0,Capitol Brew,Zambales,food,4.5,0
high,5,0,0,1,0,0,Pairotto,Misamis Occidental,food,4.6,1
comfort,5,1,1,0,0,0,Luneta Park,Surigao del Norte,nature,3.9,0
low,5,0,0,0,1,0,Juan Munti Park,Cavite,beach,4.2,0
low,4,1,0,0,0,0,Los Pedritos,Pangasinan,food,4.3,0
low,6,0,1,0,0,1,Cabong Beach,Eastern Samar,sightseeing,4.3,0
low,3,1,0,1,0,1,HARDIN Grill,Aurora,food,4.3,0
high,5,0,1,0,0,1,Energy Park,Davao de Oro,nature,4.5,0
low,2,0,1,0,1,0,Sand Dunes,Ilocos Norte,sightseeing,4.8,0
high,4,0,1,0,1,0,Lolo Peds Restaurant,Ifugao,food,4.2,0
high,5,0,1,1,0,0,Big Fat Tummy,Davao del Norte,food,4.4,0
low,4,0,0,1,0,1,Rizal Park,Negros Occidental,nature,4.5,1
comfort,6,1,0,1,1,0,Mt. Arayat National Park,Pampanga,sightseeing,3.9,0
comfort,2,1,0,1,0,0,Baybayaoas Mini Park,Tarlac,beach,3.7,0
comfort,7,0,0,0,1,0,Kemdol Lake Sebu,South Cotabato,museums,4.2,0
high,3,0,0,1,0,1,Tribu Bagobo Woodlands,Davao del Sur,sightseeing,4.5,0
